Year,continent ,order,country,Code,Total,Other South,Other North
1990,Africa,1990024,Burundi,108,"3,33,110","50,676","8,943"
1990,Africa,1990025,Comoros,174,"14,079",847,672
1990,Africa,1990026,Djibouti,262,"1,22,221","5,484","1,827"
1990,Africa,1990027,Eritrea,232,"11,848",737,345
1990,Africa,1990028,Ethiopia,231,"11,55,390","22,075","7,358"
1990,Africa,1990029,Kenya,404,"2,98,089","65,948","35,411"
1990,Africa,1990030,Madagascar,450,"23,917","2,851","3,563"
1990,Africa,1990031,Malawi,454,"11,27,724","19,158","11,744"
1990,Africa,1990032,Mauritius,480,"3,613",292,75
1990,Africa,1990033,Mayotte,175,"15,229","1,354","1,142"
1990,Africa,1990034,Mozambique,508,"1,22,332","2,148","6,443"
1990,Africa,1990035,Réunion,638,"57,210","6,776","6,330"
1990,Africa,1990036,Rwanda,646,"1,60,024","19,265",954
1990,Africa,1990037,Seychelles,690,"3,721",493,281
1990,Africa,1990038,Somalia,706,"4,78,294","12,196","6,098"
1990,Africa,1990039,South Sudan,728,..,..,
1990,Africa,1990040,Uganda,800,"5,44,273","19,697",359
1990,Africa,1990041,United Republic of Tanzania,834,"5,74,025","2,845","1,577"
1990,Africa,1990042,Zambia,894,"2,79,463","6,228","2,905"
1990,Africa,1990043,Zimbabwe,716,"6,34,621","20,017","9,658"
1990,Africa,1990045,Angola,24,"33,517","2,953","2,805"
1990,Africa,1990046,Cameroon,120,"2,65,967","40,119","13,373"
1990,Africa,1990047,Central African Republic,140,"67,234","7,445","2,482"
1990,Africa,1990048,Chad,148,"74,342","4,986",245
1990,Africa,1990049,Congo,178,"1,29,391","5,934","1,978"
1990,Africa,1990050,Democratic Republic of the Congo,180,"7,54,194","60,792","30,396"
1990,Africa,1990051,Equatorial Guinea,226,"2,740",365,161
1990,Africa,1990052,Gabon,266,"1,28,188","2,721",643
1990,Africa,1990053,Sao Tome and Principe,678,"5,582",74,25
1990,Africa,1990055,Botswana,72,"27,510","1,150",531
1990,Africa,1990056,Eswatini,748,"74,991","5,693","1,478"
1990,Africa,1990057,Lesotho,426,"8,240","1,092","2,679"
1990,Africa,1990058,Namibia,516,"1,20,641","2,568",669
1990,Africa,1990059,South Africa,710,"11,63,883","86,678","19,342"
1990,Africa,1990061,Benin,204,"76,751","7,171",542
1990,Africa,1990062,Burkina Faso,854,"3,49,652","16,390","6,383"
1990,Africa,1990063,Cabo Verde,132,"8,931",787,"1,000"
1990,Africa,1990064,Côte d'Ivoire,384,"18,16,426","12,155","9,313"
1990,Africa,1990065,Gambia,270,"1,18,123","2,293","1,147"
1990,Africa,1990066,Ghana,288,"1,64,851","6,779","4,357"
1990,Africa,1990067,Guinea,324,"4,03,621",909,"2,726"
1990,Africa,1990068,Guinea-Bissau,624,"15,368",262,380
1990,Africa,1990069,Liberia,430,"94,964","14,804","5,561"
1990,Africa,1990070,Mali,466,"1,60,736","16,035","1,782"
1990,Africa,1990071,Mauritania,478,"1,11,650","1,371",52
1990,Africa,1990072,Niger,562,"1,15,464","7,620","2,539"
1990,Africa,1990073,Nigeria,566,"4,56,621","1,42,800","14,265"
1990,Africa,1990074,Saint Helena,654,178,10,9
1990,Africa,1990075,Senegal,686,"2,70,410","23,993","11,997"
1990,Africa,1990076,Sierra Leone,694,"2,22,148",386,664
1990,Africa,1990077,Togo,768,"84,844","9,000","1,793"
1990,Africa,1990080,Algeria,12,"2,73,954","11,498","3,833"
1990,Africa,1990081,Egypt,818,"1,73,833","7,163","2,346"
1990,Africa,1990082,Libya,434,"4,57,075",,
1990,Africa,1990083,Morocco,504,"54,895","7,760","3,162"
1990,Africa,1990084,Sudan,729,"14,02,896","33,284",
1990,Africa,1990085,Tunisia,788,"37,984","3,707","2,252"
1990,Africa,1990086,Western Sahara,732,"2,688",65,43
1990,Asia,1990088,Armenia,51,"6,58,789","52,293","41,834"
1990,Asia,1990089,Azerbaijan,31,"3,60,600","2,348","1,174"
1990,Asia,1990090,Bahrain,48,"1,73,212","1,979",532
1990,Asia,1990091,Cyprus,196,"43,805",93,280
1990,Asia,1990092,Georgia,268,"3,04,470","11,464","3,822"
1990,Asia,1990093,Iraq,368,"83,638","19,446",494
1990,Asia,1990094,Israel,376,"16,32,704","16,296","1,26,758"
1990,Asia,1990095,Jordan,400,"11,46,349","1,512",503
1990,Asia,1990096,Kuwait,414,"10,74,391","19,716","6,571"
1990,Asia,1990097,Lebanon,422,"5,23,693","2,707",870
1990,Asia,1990098,Oman,512,"3,04,000","3,379","1,269"
1990,Asia,1990099,Qatar,634,"3,09,753","3,538",950
1990,Asia,1990100,Saudi Arabia,682,"49,98,445","1,38,673","29,093"
1990,Asia,1990101,State of Palestine,275,"2,88,332","20,734","1,813"
1990,Asia,1990102,Syrian Arab Republic,760,"7,14,140","4,53,300","12,108"
1990,Asia,1990103,Turkey,792,"11,63,686","1,83,532",450
1990,Asia,1990104,United Arab Emirates,784,"13,06,574","14,989","4,029"
1990,Asia,1990105,Yemen,887,"1,18,863","26,690","1,922"
1990,Asia,1990108,Kazakhstan,398,"36,19,200","2,02,797","2,24,143"
1990,Asia,1990109,Kyrgyzstan,417,"6,23,083","6,818","7,545"
1990,Asia,1990110,Tajikistan,762,"4,28,900",309,355
1990,Asia,1990111,Turkmenistan,795,"3,06,500","1,262",542
1990,Asia,1990112,Uzbekistan,860,"16,53,000","43,369","32,198"
1990,Asia,1990114,Afghanistan,4,"57,686","4,677","2,338"
1990,Asia,1990115,Bangladesh,50,"8,81,617","42,072","97,997"
1990,Asia,1990116,Bhutan,64,"23,807",456,"1,369"
1990,Asia,1990117,India,356,"75,94,801","1,93,458","38,691"
1990,Asia,1990118,Iran (Islamic Republic of),364,"42,91,601",828,276
1990,Asia,1990119,Maldives,462,"8,689",82,172
1990,Asia,1990120,Nepal,524,"4,29,974","17,551","1,393"
1990,Asia,1990121,Pakistan,586,"62,08,204","3,325","1,080"
1990,Asia,1990122,Sri Lanka,144,"41,561","1,035",591
1990,Asia,1990125,China,156,"3,76,361","62,366","15,595"
1990,Asia,1990126,"China, Hong Kong SAR",344,"22,18,473","1,89,176","29,032"
1990,Asia,1990127,"China, Macao SAR",446,"2,05,047","3,415","10,247"
1990,Asia,1990128,Dem. People's Republic of Korea,408,"34,103","2,473",618
1990,Asia,1990129,Japan,392,"10,75,317","8,616","1,316"
1990,Asia,1990130,Mongolia,496,"6,718",506,169
1990,Asia,1990131,Republic of Korea,410,"43,247","1,563",533
1990,Asia,1990133,Brunei Darussalam,96,"73,200",600,200
1990,Asia,1990134,Cambodia,116,"38,375","3,962","1,731"
1990,Asia,1990135,Indonesia,360,"4,65,612","31,731","58,930"
1990,Asia,1990136,Lao People's Democratic Republic,418,"22,866",484,308
1990,Asia,1990137,Malaysia,458,"6,95,920","53,583","33,033"
1990,Asia,1990138,Myanmar,104,"1,33,545","8,835","4,663"
1990,Asia,1990139,Philippines,608,"1,54,071","13,018","12,587"
1990,Asia,1990140,Singapore,702,"7,27,262","1,32,943","1,48,625"
1990,Asia,1990141,Thailand,764,"5,28,693",17,5
1990,Asia,1990142,Timor-Leste,626,"8,954",948,114
1990,Asia,1990143,Viet Nam,704,"28,118",434,286
1990,Caribbean,1990146,Anguilla,660,"2,570",581,87
1990,Caribbean,1990147,Antigua and Barbuda,28,"12,029",743,82
1990,Caribbean,1990148,Aruba,533,"14,444","1,673","1,672"
1990,Caribbean,1990149,Bahamas,44,"26,855",962,574
1990,Caribbean,1990150,Barbados,52,"24,024","2,997","2,575"
1990,Caribbean,1990151,British Virgin Islands,92,"8,035",182,337
1990,Caribbean,1990152,"Bonaire, Sint Eustatius and Saba",535,"38,410",404,73
1990,Caribbean,1990153,Cayman Islands,136,"9,315",21,50
1990,Caribbean,1990154,Cuba,192,"34,555","3,726","1,242"
1990,Caribbean,1990155,Curaçao,531,,,
1990,Caribbean,1990156,Dominica,212,"2,519",389,75
1990,Caribbean,1990157,Dominican Republic,214,"2,91,151",300,902
1990,Caribbean,1990158,Grenada,308,"4,263",416,"1,054"
1990,Caribbean,1990159,Guadeloupe,312,"65,944","3,061",935
1990,Caribbean,1990160,Haiti,332,"19,084",951,408
1990,Caribbean,1990161,Jamaica,388,"20,475","2,130",219
1990,Caribbean,1990162,Martinique,474,"38,705","1,029",643
1990,Caribbean,1990163,Montserrat,500,"2,013",325,36
1990,Caribbean,1990164,Puerto Rico,630,"3,21,909","2,883","6,111"
1990,Caribbean,1990165,Saint Kitts and Nevis,659,"3,210","1,138",551
1990,Caribbean,1990166,Saint Lucia,662,"5,305","1,100",588
1990,Caribbean,1990167,Saint Vincent and the Grenadines,670,"3,970",211,41
1990,Caribbean,1990168,Sint Maarten (Dutch part),534,..,..,..
1990,Caribbean,1990169,Trinidad and Tobago,780,"50,666","3,016","1,005"
1990,Caribbean,1990170,Turks and Caicos Islands,796,"5,062",233,348
1990,Caribbean,1990171,United States Virgin Islands,850,"51,970","4,427","3,531"
1990, America,1990173,Belize,84,"30,404",888,202
1990, America,1990174,Costa Rica,188,"4,17,628","2,07,798",530
1990, America,1990175,El Salvador,222,"47,360",183,61
1990, America,1990176,Guatemala,320,"2,64,257",60,28
1990, America,1990177,Honduras,340,"2,70,423",87,57
1990, America,1990178,Mexico,484,"6,95,674","1,425",495
1990, America,1990179,Nicaragua,558,"41,421",920,389
1990, America,1990180,Panama,591,"62,744",201,58
1990, America,1990182,Argentina,32,"16,49,919","59,169","25,358"
1990, America,1990183,Bolivia (Plurinational State of),68,"73,758",261,791
1990, America,1990184,Brazil,76,"7,98,517","21,752","6,442"
1990, America,1990185,Chile,152,"1,07,501",,
1990, America,1990186,Colombia,170,"1,04,277",208,621
1990, America,1990187,Ecuador,218,"78,663",170,57
1990, America,1990188,Falkland Islands (Malvinas),238,855,11,20
1990, America,1990189,French Guiana,254,"63,612","2,477",777
1990, America,1990190,Guyana,328,"4,095",296,125
1990, America,1990191,Paraguay,600,"1,95,884","5,461",989
1990, America,1990192,Peru,604,"56,688",329,583
1990, America,1990193,Suriname,740,"18,083","5,268","2,234"
1990, America,1990194,Uruguay,858,"98,116","4,244","2,006"
1990, America,1990195,Venezuela (Bolivarian Republic of),862,"10,25,009",256,27
1990,Australia / New Zealand,1990198,Australia,36,"39,55,213","6,240",655
1990,Australia / New Zealand,1990199,New Zealand,554,"5,18,047","13,630","4,768"
1990,Melanesia,1990201,Fiji,242,"13,283","1,434",194
1990,Melanesia,1990202,New Caledonia,540,"37,673","1,064","1,242"
1990,Melanesia,1990203,Papua New Guinea,598,"33,710","1,414",249
1990,Melanesia,1990204,Solomon Islands,90,"4,226",219,82
1990,Melanesia,1990205,Vanuatu,548,"2,308",619,124
1990,Micronesia,1990207,Guam,316,"69,755","1,446","1,189"
1990,Micronesia,1990208,Kiribati,296,"2,162",188,283
1990,Micronesia,1990209,Marshall Islands,584,"1,158",104,32
1990,Micronesia,1990210,Micronesia (Fed. States of),583,"3,685","1,899",544
1990,Micronesia,1990211,Nauru,520,"2,815",166,51
1990,Micronesia,1990212,Northern Mariana Islands,580,"26,593",934,161
1990,Micronesia,1990213,Palau,585,"2,801",100,6
1990,Polynesia,1990215,American Samoa,16,"21,283",598,199
1990,Polynesia,1990216,Cook Islands,184,"2,587",49,27
1990,Polynesia,1990217,French Polynesia,258,"25,830","2,929",485
1990,Polynesia,1990218,Niue,570,461,16,41
1990,Polynesia,1990219,Samoa,882,"3,357",177,56
1990,Polynesia,1990220,Tokelau,772,270,21,4
1990,Polynesia,1990221,Tonga,776,"2,911",962,"1,129"
1990,Polynesia,1990222,Tuvalu,798,318,34,38
1990,Polynesia,1990223,Wallis and Futuna Islands,876,"1,402",7,20
1990,Europe,1990227,Belarus,112,"12,48,977",78,117
1990,Europe,1990228,Bulgaria,100,"21,510",604,"1,829"
1990,Europe,1990229,Czechia,203,"1,10,394",,
1990,Europe,1990230,Hungary,348,"3,47,510","1,692","9,119"
1990,Europe,1990231,Poland,616,"11,27,771","40,795","13,426"
1990,Europe,1990232,Republic of Moldova,498,"5,44,162","1,810","15,324"
1990,Europe,1990233,Romania,642,"1,35,825","2,304","2,909"
1990,Europe,1990234,Russian Federation,643,"1,15,24,948","7,222","1,428"
1990,Europe,1990235,Slovakia,703,"41,295",100,12
1990,Europe,1990236,Ukraine,804,"68,92,920","1,81,039","2,30,443"
1990,Europe,1990238,Channel Islands,830,"61,660",357,904
1990,Europe,1990239,Denmark,208,"2,35,189",,
1990,Europe,1990240,Estonia,233,"3,81,997",107,535
1990,Europe,1990241,Faroe Islands,234,"4,285",104,41
1990,Europe,1990242,Finland,246,"63,255",532,"1,595"
1990,Europe,1990243,Iceland,352,"9,584",,
1990,Europe,1990244,Ireland,372,"2,27,961",,
1990,Europe,1990245,Isle of Man,833,"34,769",554,"1,075"
1990,Europe,1990246,Latvia,428,"6,46,007",,
1990,Europe,1990247,Lithuania,440,"3,49,258","3,598","9,714"
1990,Europe,1990248,Norway,578,"1,92,587","5,524",333
1990,Europe,1990249,Sweden,752,"7,88,767",250,"68,302"
1990,Europe,1990250,United Kingdom,826,"36,50,286","2,277","6,364"
1990,Europe,1990252,Albania,8,"66,013","1,441","5,869"
1990,Europe,1990253,Andorra,20,"38,891",189,565
1990,Europe,1990254,Bosnia and Herzegovina,70,"56,000",727,731
1990,Europe,1990255,Croatia,191,"4,75,438","25,954","77,858"
1990,Europe,1990256,Gibraltar,292,"8,709",347,924
1990,Europe,1990257,Greece,300,"6,18,139",,
1990,Europe,1990258,Holy See,336,768,362,406
1990,Europe,1990259,Italy,380,"14,28,219",0,2
1990,Europe,1990260,Malta,470,"15,077",98,0
1990,Europe,1990261,Montenegro,499,,,
1990,Europe,1990262,North Macedonia,807,"95,142",912,613
1990,Europe,1990263,Portugal,620,"4,35,782","3,103","1,142"
1990,Europe,1990264,San Marino,674,"3,310",60,47
1990,Europe,1990265,Serbia,688,"99,269",68,12
1990,Europe,1990266,Slovenia,705,"1,78,077",916,"2,747"
1990,Europe,1990267,Spain,724,"8,21,605","3,416",616
1990,Europe,1990269,Austria,40,"7,93,239",,
1990,Europe,1990270,Belgium,56,"12,80,583","10,495","15,425"
1990,Europe,1990271,France,250,"58,97,267",,
1990,Europe,1990272,Germany,276,"59,36,181","74,364","2,60,273"
1990,Europe,1990273,Liechtenstein,438,"10,906",11,18
1990,Europe,1990274,Luxembourg,442,"1,13,795",336,20
1990,Europe,1990275,Monaco,492,"20,359","2,735","6,059"
1990,Europe,1990276,Netherlands,528,"11,82,263","1,925",102
1990,Europe,1990277,Switzerland,756,"13,92,282","56,558","1,34,578"
1990,AMERICA,1990279,Bermuda,60,"15,683",624,29
1990,AMERICA,1990280,Canada,124,"43,33,318","2,205","3,308"
1990,AMERICA,1990281,Greenland,304,"9,282",24,36
1990,AMERICA,1990282,Saint Pierre and Miquelon,666,"1,099",154,
1990,AMERICA,1990283,United States of America,840,"2,32,51,026","29,20,646","1,95,590"
1995,Africa,1995024,Burundi,108,"2,54,853","33,396","7,340"
1995,Africa,1995025,Comoros,174,"13,939",839,665
1995,Africa,1995026,Djibouti,262,"99,774","4,478","1,492"
1995,Africa,1995027,Eritrea,232,"12,400",935,435
1995,Africa,1995028,Ethiopia,231,"8,06,904","31,136","10,378"
1995,Africa,1995029,Kenya,404,"6,18,745","69,611","37,372"
1995,Africa,1995030,Madagascar,450,"21,177","2,523","3,155"
1995,Africa,1995031,Malawi,454,"2,41,624","39,468","13,149"
1995,Africa,1995032,Mauritius,480,"7,493",411,146
1995,Africa,1995033,Mayotte,175,"26,316",703,607
1995,Africa,1995034,Mozambique,508,"1,68,256","2,952","8,853"
1995,Africa,1995035,Réunion,638,"77,159","6,979","5,198"
1995,Africa,1995036,Rwanda,646,"2,15,735","13,004","1,454"
1995,Africa,1995037,Seychelles,690,"5,148",396,238
1995,Africa,1995038,Somalia,706,"19,527",988,495
1995,Africa,1995039,South Sudan,728,..,..,
1995,Africa,1995040,Uganda,800,"6,06,987","18,425",340
1995,Africa,1995041,United Republic of Tanzania,834,"11,06,043","3,574","2,178"
1995,Africa,1995042,Zambia,894,"2,44,338","9,277","2,599"
1995,Africa,1995043,Zimbabwe,716,"4,31,226","29,659","8,116"
1995,Africa,1995045,Angola,24,"39,813","3,427","3,260"
1995,Africa,1995046,Cameroon,120,"2,44,791","35,335","11,778"
1995,Africa,1995047,Central African Republic,140,"99,712","17,851","5,951"
1995,Africa,1995048,Chad,148,"89,584","5,416",266
1995,Africa,1995049,Congo,178,"1,91,635","4,541","1,513"
1995,Africa,1995050,Democratic Republic of the Congo,180,"18,16,963","67,362","33,681"
1995,Africa,1995051,Equatorial Guinea,226,"3,629",482,213
1995,Africa,1995052,Gabon,266,"1,71,427","3,638",859
1995,Africa,1995053,Sao Tome and Principe,678,"4,936",68,22
1995,Africa,1995055,Botswana,72,"40,168","4,356",551
1995,Africa,1995056,Eswatini,748,"35,157","6,443",573
1995,Africa,1995057,Lesotho,426,"7,204","1,047","2,133"
1995,Africa,1995058,Namibia,516,"1,15,372","2,477",659
1995,Africa,1995059,South Africa,710,"10,03,807","38,038","12,068"
1995,Africa,1995061,Benin,204,"1,05,703","9,870",747
1995,Africa,1995062,Burkina Faso,854,"4,64,104","20,390","7,938"
1995,Africa,1995063,Cabo Verde,132,"9,979",519,538
1995,Africa,1995064,Côte d'Ivoire,384,"20,76,394","20,279","17,320"
1995,Africa,1995065,Gambia,270,"1,50,890","2,829","1,415"
1995,Africa,1995066,Ghana,288,"2,52,879","6,755","4,344"
1995,Africa,1995067,Guinea,324,"7,74,505","1,321","3,962"
1995,Africa,1995068,Guinea-Bissau,624,"27,961",590,488
1995,Africa,1995069,Liberia,430,"2,08,563","13,407","5,428"
1995,Africa,1995070,Mali,466,"1,76,187","16,808","1,864"
1995,Africa,1995071,Mauritania,478,"89,562","1,453",55
1995,Africa,1995072,Niger,562,"1,45,999","7,747","2,217"
1995,Africa,1995073,Nigeria,566,"4,62,999","86,999","14,463"
1995,Africa,1995074,Saint Helena,654,117,7,6
1995,Africa,1995075,Senegal,686,"2,87,654","24,540","12,546"
1995,Africa,1995076,Sierra Leone,694,"98,516",389,636
1995,Africa,1995077,Togo,768,"1,01,583","9,456","1,405"
1995,Africa,1995080,Algeria,12,"2,62,032","8,871","2,957"
1995,Africa,1995081,Egypt,818,"1,66,955","6,820","2,273"
1995,Africa,1995082,Libya,434,"5,08,041",,
1995,Africa,1995083,Morocco,504,"50,360","7,119","2,893"
1995,Africa,1995084,Sudan,729,"10,53,396","33,853",
1995,Africa,1995085,Tunisia,788,"37,867","3,742","2,274"
1995,Africa,1995086,Western Sahara,732,"2,989",77,47
1995,Asia,1995087,Western Asia,922,"1,68,30,424","10,10,556","3,12,249"
1995,Asia,1995088,Armenia,51,"6,93,999","21,785","17,428"
1995,Asia,1995089,Azerbaijan,31,"3,44,070","2,070","1,035"
1995,Asia,1995090,Bahrain,48,"2,05,979","3,621",966
1995,Asia,1995091,Cyprus,196,"61,941",132,358
1995,Asia,1995092,Georgia,268,"1,52,235","1,983",662
1995,Asia,1995093,Iraq,368,"1,99,460","22,927",582
1995,Asia,1995094,Israel,376,"17,92,185","18,701","2,19,076"
1995,Asia,1995095,Jordan,400,"15,37,097","1,662",553
1995,Asia,1995096,Kuwait,414,"9,21,954","21,240","7,080"
1995,Asia,1995097,Lebanon,422,"6,08,303","2,631",853
1995,Asia,1995098,Oman,512,"5,39,643","14,193","4,366"
1995,Asia,1995099,Qatar,634,"3,61,673","6,192","1,651"
1995,Asia,1995100,Saudi Arabia,682,"51,22,702","1,42,112","29,817"
1995,Asia,1995101,State of Palestine,275,"2,81,767","20,262","1,772"
1995,Asia,1995102,Syrian Arab Republic,760,"8,30,610","5,23,154","14,471"
1995,Asia,1995103,Turkey,792,"12,16,173","1,44,020",606
1995,Asia,1995104,United Arab Emirates,784,"18,24,118","33,691","8,983"
1995,Asia,1995105,Yemen,887,"1,36,515","30,180","1,990"
1995,Asia,1995107,Central Asia,5500,"59,04,795","2,07,316","2,00,418"
1995,Asia,1995108,Kazakhstan,398,"32,51,968","1,49,889","1,65,666"
1995,Asia,1995109,Kyrgyzstan,417,"5,18,338","5,221","6,086"
1995,Asia,1995110,Tajikistan,762,"3,48,347",259,217
1995,Asia,1995111,Turkmenistan,795,"2,73,565","1,207",518
1995,Asia,1995112,Uzbekistan,860,"15,12,577","50,740","27,931"
1995,Asia,1995113,Southern Asia,5501,"1,53,43,019","1,74,165","1,18,312"
1995,Asia,1995114,Afghanistan,4,"71,522","12,059","3,669"
1995,Asia,1995115,Bangladesh,50,"9,34,735","45,496","88,760"
1995,Asia,1995116,Bhutan,64,"27,972",536,"1,608"
1995,Asia,1995117,India,356,"69,52,238","29,415","5,884"
1995,Asia,1995118,Iran (Islamic Republic of),364,"29,37,668","45,540","15,180"
1995,Asia,1995119,Maldives,462,"18,510",554,130
1995,Asia,1995120,Nepal,524,"6,90,225","36,715","1,599"
1995,Asia,1995121,Pakistan,586,"36,69,308","2,801",905
1995,Asia,1995122,Sri Lanka,144,"40,841","1,049",577
1995,Asia,1995124,Eastern Asia,906,"46,39,749","3,72,400","63,659"
1995,Asia,1995125,China,156,"4,42,198","80,708","17,428"
1995,Asia,1995126,"China, Hong Kong SAR",344,"24,43,798","2,61,185","29,740"
